;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV
;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX
Price Date;01/01/2020;01/02/2020;01/03/2020;01/04/2020;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023;01/05/2023;01/06/2023;01/07/2023;01/08/2023;01/09/2023;01/10/2023;01/11/2023;01/12/2023;01/01/2024;01/02/2024;01/03/2024;01/04/2024;01/05/2024;01/06/2024;01/07/2024;01/08/2024;01/09/2024;01/10/2024;01/11/2024;01/12/2024;01/01/2025;01/02/2025;01/03/2025;01/04/2025;01/05/2025;01/06/2025;01/07/2025;01/08/2025;01/09/2025;01/10/2025;01/11/2025;01/12/2025;01/01/2026;01/02/2026;01/03/2026;01/04/2026;01/05/2026;01/06/2026;01/07/2026;01/08/2026;01/09/2026;01/10/2026;01/11/2026;01/12/2026;01/01/2027;01/02/2027;01/03/2027;01/04/2027;01/05/2027;01/06/2027
10/08/2020;0;0;0;0;0;0;0;1,1744;1,1749;1,1757;1,1764;1,1771;1,178;1,1789;1,1797;1,1804;1,1812;1,182;1,1827;1,1834;1,1842;1,185;1,1859;1,1867;1,1875;1,1883;1,1891;1,19;1,1908;1,1916;1,1925;1,1934;1,1943;1,1953;1,1962;1,1972;1,1982;1,1992;1,2002;1,2012;1,2022;1,2032;1,2042;1,2053;1,2063;1,2073;1,2083;1,2093;1,2103;1,2113;1,2123;1,2133;1,2143;1,2153;1,2163;1,2174;1,2184;1,2194;1,2204;1,2214;1,2224;1,2234;1,2244;1,2254;1,2264;1,2274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/08/2020;0;0;0;0;0;0;0;1,1746;1,1751;1,1758;1,1766;1,1773;1,1782;1,179;1,1798;1,1806;1,1814;1,1821;1,1829;1,1836;1,1844;1,1852;1,1861;1,187;1,1878;1,1886;1,1894;1,1902;1,1911;1,1919;1,1928;1,1937;1,1946;1,1956;1,1966;1,1976;1,1987;1,1997;1,2007;1,2018;1,2029;1,2039;1,205;1,206;1,2071;1,2082;1,2092;1,2103;1,2113;1,2124;1,2134;1,2145;1,2155;1,2166;1,2177;1,2187;1,2198;1,2208;1,2219;1,2229;1,224;1,225;1,226;1,2271;1,2282;1,2292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/08/2020;0;0;0;0;0;0;0;1,1784;1,1789;1,1797;1,1804;1,1811;1,182;1,1829;1,1837;1,1845;1,1853;1,186;1,1868;1,1875;1,1883;1,1891;1,1899;1,1908;1,1916;1,1924;1,1932;1,194;1,1948;1,1956;1,1965;1,1974;1,1983;1,1993;1,2003;1,2013;1,2023;1,2033;1,2043;1,2054;1,2064;1,2075;1,2085;1,2096;1,2106;1,2117;1,2127;1,2137;1,2148;1,2158;1,2169;1,2179;1,219;1,22;1,221;1,2221;1,2231;1,2242;1,2252;1,2262;1,2273;1,2283;1,2293;1,2303;1,2314;1,2324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/08/2020;0;0;0;0;0;0;0;1,1798;1,1803;1,1811;1,1819;1,1826;1,1835;1,1843;1,1851;1,1859;1,1867;1,1874;1,1882;1,1889;1,1897;1,1905;1,1913;1,1922;1,193;1,1938;1,1946;1,1954;1,1962;1,197;1,1979;1,1987;1,1996;1,2006;1,2016;1,2026;1,2037;1,2047;1,2057;1,2067;1,2078;1,2088;1,2098;1,2109;1,2119;1,2129;1,214;1,215;1,216;1,217;1,2181;1,2191;1,2202;1,2212;1,2222;1,2233;1,2243;1,2253;1,2264;1,2274;1,2284;1,2294;1,2305;1,2315;1,2325;1,2335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/08/2020;0;0;0;0;0;0;0;1,1837;1,1842;1,1849;1,1857;1,1864;1,1873;1,1882;1,189;1,1898;1,1905;1,1913;1,1921;1,1928;1,1936;1,1944;1,1952;1,196;1,1968;1,1976;1,1984;1,1992;1,2;1,2008;1,2017;1,2025;1,2034;1,2044;1,2054;1,2064;1,2074;1,2085;1,2095;1,2105;1,2116;1,2126;1,2137;1,2147;1,2158;1,2168;1,2178;1,2189;1,2199;1,2209;1,222;1,223;1,2241;1,2251;1,2261;1,2272;1,2282;1,2293;1,2303;1,2313;1,2324;1,2334;1,2344;1,2355;1,2365;1,2376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/08/2020;0;0;0;0;0;0;0;1,1837;1,1842;1,1849;1,1857;1,1864;1,1873;1,1882;1,189;1,1898;1,1905;1,1913;1,1921;1,1928;1,1936;1,1944;1,1952;1,196;1,1968;1,1976;1,1984;1,1992;1,2;1,2008;1,2017;1,2025;1,2034;1,2044;1,2054;1,2064;1,2074;1,2085;1,2095;1,2105;1,2116;1,2126;1,2137;1,2147;1,2158;1,2168;1,2178;1,2189;1,2199;1,2209;1,222;1,223;1,2241;1,2251;1,2261;1,2272;1,2282;1,2293;1,2303;1,2313;1,2324;1,2334;1,2344;1,2355;1,2365;1,2376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/08/2020;0;0;0;0;0;0;0;1,1837;1,1842;1,1849;1,1857;1,1864;1,1873;1,1882;1,189;1,1898;1,1905;1,1913;1,1921;1,1928;1,1936;1,1944;1,1952;1,196;1,1968;1,1976;1,1984;1,1992;1,2;1,2008;1,2017;1,2025;1,2034;1,2044;1,2054;1,2064;1,2074;1,2085;1,2095;1,2105;1,2116;1,2126;1,2137;1,2147;1,2158;1,2168;1,2178;1,2189;1,2199;1,2209;1,222;1,223;1,2241;1,2251;1,2261;1,2272;1,2282;1,2293;1,2303;1,2313;1,2324;1,2334;1,2344;1,2355;1,2365;1,2376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/08/2020;0;0;0;0;0;0;0;1,1874;1,1873;1,1877;1,1885;1,1892;1,1901;1,1909;1,1917;1,1925;1,1933;1,194;1,1948;1,1955;1,1963;1,1971;1,198;1,1988;1,1996;1,2004;1,2012;1,2021;1,2029;1,2037;1,2046;1,2055;1,2064;1,2074;1,2084;1,2094;1,2105;1,2115;1,2125;1,2135;1,2146;1,2156;1,2167;1,2177;1,2188;1,2198;1,2208;1,2219;1,2229;1,2239;1,225;1,226;1,227;1,2281;1,2291;1,2301;1,2312;1,2322;1,2333;1,2343;1,2353;1,2363;1,2374;1,2384;1,2394;1,2405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/08/2020;0;0;0;0;0;0;0;1,1938;1,1941;1,195;1,1958;1,1964;1,1973;1,1982;1,199;1,1998;1,2006;1,2013;1,2021;1,2028;1,2036;1,2044;1,2053;1,2061;1,2069;1,2077;1,2085;1,2094;1,2102;1,211;1,2119;1,2128;1,2137;1,2147;1,2157;1,2166;1,2177;1,2187;1,2197;1,2207;1,2218;1,2228;1,2238;1,2249;1,2259;1,2269;1,228;1,229;1,23;1,231;1,2321;1,2331;1,2341;1,2352;1,2362;1,2372;1,2383;1,2393;1,2403;1,2413;1,2424;1,2434;1,2444;1,2454;1,2465;1,2475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/08/2020;0;0;0;0;0;0;0;1,1855;1,1859;1,1866;1,1874;1,1881;1,189;1,1898;1,1906;1,1914;1,1922;1,1929;1,1937;1,1944;1,1952;1,196;1,1968;1,1976;1,1984;1,1992;1,2;1,2008;1,2016;1,2024;1,2033;1,2042;1,205;1,206;1,207;1,208;1,2089;1,2099;1,2109;1,2119;1,2129;1,214;1,215;1,216;1,217;1,218;1,219;1,22;1,221;1,222;1,223;1,224;1,225;1,226;1,227;1,2281;1,2291;1,2301;1,2311;1,2321;1,2331;1,2341;1,2351;1,2361;1,2371;1,2381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/08/2020;0;0;0;0;0;0;0;1,1852;1,1855;1,1862;1,187;1,1877;1,1886;1,1894;1,1902;1,191;1,1918;1,1925;1,1933;1,194;1,1948;1,1956;1,1964;1,1973;1,1981;1,1989;1,1997;1,2005;1,2014;1,2022;1,203;1,2039;1,2048;1,2058;1,2068;1,2077;1,2087;1,2097;1,2108;1,2118;1,2128;1,2138;1,2149;1,2159;1,2169;1,2179;1,219;1,22;1,221;1,222;1,223;1,224;1,225;1,2261;1,2271;1,2281;1,2291;1,2302;1,2312;1,2322;1,2332;1,2342;1,2352;1,2362;1,2373;1,2383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/08/2020;0;0;0;0;0;0;0;1,1788;1,179;1,1798;1,1805;1,1812;1,1821;1,1829;1,1838;1,1845;1,1853;1,1861;1,1868;1,1876;1,1883;1,1892;1,19;1,1909;1,1917;1,1926;1,1934;1,1942;1,1951;1,1959;1,1968;1,1977;1,1986;1,1996;1,2006;1,2015;1,2025;1,2035;1,2045;1,2056;1,2066;1,2076;1,2086;1,2097;1,2107;1,2117;1,2127;1,2137;1,2147;1,2158;1,2168;1,2178;1,2188;1,2198;1,2208;1,2219;1,2229;1,2239;1,2249;1,2259;1,227;1,228;1,229;1,23;1,231;1,232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/08/2020;0;0;0;0;0;0;0;1,1788;1,179;1,1798;1,1805;1,1812;1,1821;1,1829;1,1838;1,1845;1,1853;1,1861;1,1868;1,1876;1,1883;1,1892;1,19;1,1909;1,1917;1,1926;1,1934;1,1942;1,1951;1,1959;1,1968;1,1977;1,1986;1,1996;1,2006;1,2015;1,2025;1,2035;1,2045;1,2056;1,2066;1,2076;1,2086;1,2097;1,2107;1,2117;1,2127;1,2137;1,2147;1,2158;1,2168;1,2178;1,2188;1,2198;1,2208;1,2219;1,2229;1,2239;1,2249;1,2259;1,227;1,228;1,229;1,23;1,231;1,232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/08/2020;0;0;0;0;0;0;0;1,1788;1,179;1,1798;1,1805;1,1812;1,1821;1,1829;1,1838;1,1845;1,1853;1,1861;1,1868;1,1876;1,1883;1,1892;1,19;1,1909;1,1917;1,1926;1,1934;1,1942;1,1951;1,1959;1,1968;1,1977;1,1986;1,1996;1,2006;1,2015;1,2025;1,2035;1,2045;1,2056;1,2066;1,2076;1,2086;1,2097;1,2107;1,2117;1,2127;1,2137;1,2147;1,2158;1,2168;1,2178;1,2188;1,2198;1,2208;1,2219;1,2229;1,2239;1,2249;1,2259;1,227;1,228;1,229;1,23;1,231;1,232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/08/2020;0;0;0;0;0;0;0;1,1792;1,1794;1,1802;1,181;1,1816;1,1825;1,1833;1,1842;1,1849;1,1857;1,1864;1,1872;1,188;1,1887;1,1896;1,1904;1,1912;1,192;1,1929;1,1937;1,1945;1,1953;1,1962;1,197;1,1979;1,1988;1,1998;1,2008;1,2017;1,2027;1,2037;1,2048;1,2058;1,2068;1,2078;1,2088;1,2099;1,2109;1,2119;1,2129;1,2139;1,2149;1,2159;1,2169;1,2179;1,219;1,22;1,221;1,222;1,223;1,224;1,2251;1,2261;1,2271;1,2281;1,2291;1,2301;1,2311;1,2321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/08/2020;0;0;0;0;0;0;0;1,1833;1,1835;1,1842;1,185;1,1857;1,1866;1,1874;1,1882;1,189;1,1898;1,1905;1,1913;1,192;1,1928;1,1936;1,1945;1,1953;1,1961;1,1969;1,1977;1,1985;1,1994;1,2002;1,201;1,2019;1,2027;1,2037;1,2047;1,2057;1,2068;1,2078;1,2088;1,2099;1,2109;1,212;1,213;1,2141;1,2151;1,2162;1,2172;1,2182;1,2193;1,2203;1,2213;1,2224;1,2234;1,2245;1,2255;1,2265;1,2276;1,2286;1,2297;1,2307;1,2317;1,2327;1,2338;1,2348;1,2359;1,2369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/08/2020;0;0;0;0;0;0;0;1,1815;1,1816;1,1824;1,1832;1,1839;1,1848;1,1856;1,1864;1,1872;1,188;1,1887;1,1895;1,1902;1,191;1,1918;1,1926;1,1935;1,1943;1,1951;1,1959;1,1967;1,1975;1,1983;1,1992;1,2001;1,2009;1,2019;1,2029;1,2039;1,2049;1,2059;1,2069;1,208;1,209;1,2101;1,2111;1,2122;1,2132;1,2142;1,2153;1,2163;1,2173;1,2183;1,2194;1,2204;1,2215;1,2225;1,2235;1,2246;1,2256;1,2266;1,2277;1,2287;1,2297;1,2307;1,2318;1,2328;1,2338;1,2348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/08/2020;0;0;0;0;0;0;0;1,1823;1,1825;1,1832;1,184;1,1847;1,1856;1,1865;1,1873;1,1881;1,1889;1,1897;1,1905;1,1912;1,192;1,1929;1,1937;1,1946;1,1954;1,1962;1,197;1,1979;1,1987;1,1996;1,2004;1,2013;1,2022;1,2032;1,2042;1,2052;1,2062;1,2072;1,2082;1,2093;1,2103;1,2114;1,2124;1,2135;1,2145;1,2156;1,2166;1,2176;1,2187;1,2197;1,2207;1,2218;1,2228;1,2239;1,2249;1,2259;1,227;1,228;1,2291;1,2301;1,2311;1,2321;1,2332;1,2342;1,2352;1,2363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/08/2020;0;0;0;0;0;0;0;1,189;1,1891;1,1899;1,1907;1,1914;1,1923;1,1932;1,194;1,1948;1,1956;1,1964;1,1972;1,198;1,1987;1,1996;1,2004;1,2012;1,202;1,2028;1,2036;1,2044;1,2053;1,2061;1,2069;1,2078;1,2086;1,2096;1,2106;1,2116;1,2127;1,2137;1,2147;1,2158;1,2168;1,2179;1,2189;1,22;1,221;1,2221;1,2231;1,2241;1,2252;1,2262;1,2272;1,2283;1,2293;1,2304;1,2314;1,2324;1,2335;1,2345;1,2356;1,2366;1,2377;1,2387;1,2397;1,2407;1,2418;1,2428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/08/2020;0;0;0;0;0;0;0;1,189;1,1891;1,1899;1,1907;1,1914;1,1923;1,1932;1,194;1,1948;1,1956;1,1964;1,1972;1,198;1,1987;1,1996;1,2004;1,2012;1,202;1,2028;1,2036;1,2044;1,2053;1,2061;1,2069;1,2078;1,2086;1,2096;1,2106;1,2116;1,2127;1,2137;1,2147;1,2158;1,2168;1,2179;1,2189;1,22;1,221;1,2221;1,2231;1,2241;1,2252;1,2262;1,2272;1,2283;1,2293;1,2304;1,2314;1,2324;1,2335;1,2345;1,2356;1,2366;1,2377;1,2387;1,2397;1,2407;1,2418;1,2428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/08/2020;0;0;0;0;0;0;0;1,189;1,1891;1,1899;1,1907;1,1914;1,1923;1,1932;1,194;1,1948;1,1956;1,1964;1,1972;1,198;1,1987;1,1996;1,2004;1,2012;1,202;1,2028;1,2036;1,2044;1,2053;1,2061;1,2069;1,2078;1,2086;1,2096;1,2106;1,2116;1,2127;1,2137;1,2147;1,2158;1,2168;1,2179;1,2189;1,22;1,221;1,2221;1,2231;1,2241;1,2252;1,2262;1,2272;1,2283;1,2293;1,2304;1,2314;1,2324;1,2335;1,2345;1,2356;1,2366;1,2377;1,2387;1,2397;1,2407;1,2418;1,2428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/08/2020;0;0;0;0;0;0;0;1,1936;1,1936;1,1944;1,1952;1,1959;1,1968;1,1977;1,1985;1,1993;1,2001;1,2009;1,2017;1,2024;1,2032;1,204;1,2048;1,2056;1,2064;1,2072;1,208;1,2088;1,2096;1,2104;1,2113;1,2121;1,213;1,2139;1,2149;1,2159;1,2169;1,2179;1,2189;1,22;1,221;1,222;1,2231;1,2241;1,2251;1,2261;1,2272;1,2282;1,2292;1,2302;1,2313;1,2323;1,2333;1,2344;1,2354;1,2364;1,2374;1,2385;1,2395;1,2405;1,2415;1,2425;1,2435;1,2446;1,2456;1,2466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/2020;0;0;0;0;0;0;0;0;1,1909;1,1918;1,1926;1,1933;1,1942;1,195;1,1959;1,1967;1,1975;1,1983;1,199;1,1998;1,2006;1,2014;1,2022;1,2031;1,2039;1,2047;1,2055;1,2064;1,2072;1,2081;1,2089;1,2098;1,2106;1,2116;1,2126;1,2136;1,2146;1,2156;1,2166;1,2177;1,2187;1,2197;1,2208;1,2218;1,2228;1,2238;1,2249;1,2259;1,2269;1,2279;1,2289;1,23;1,231;1,232;1,233;1,2341;1,2351;1,2361;1,2371;1,2381;1,2392;1,2402;1,2412;1,2422;1,2432;1,2443;1,2453;1,2464;1,2474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/09/2020;0;0;0;0;0;0;0;0;1,1825;1,1833;1,1841;1,1848;1,1857;1,1866;1,1874;1,1882;1,189;1,1898;1,1906;1,1914;1,1922;1,193;1,1939;1,1948;1,1956;1,1964;1,1973;1,1981;1,199;1,1998;1,2007;1,2016;1,2024;1,2034;1,2044;1,2054;1,2064;1,2074;1,2084;1,2095;1,2105;1,2115;1,2126;1,2136;1,2146;1,2157;1,2167;1,2177;1,2187;1,2198;1,2208;1,2218;1,2228;1,2239;1,2249;1,2259;1,227;1,228;1,229;1,23;1,2311;1,2321;1,2331;1,2341;1,2351;1,2362;1,2372;1,2383;1,2393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/09/2020;0;0;0;0;0;0;0;0;1,1856;1,1863;1,1871;1,1878;1,1887;1,1897;1,1906;1,1914;1,1922;1,193;1,1938;1,1946;1,1954;1,1963;1,1971;1,1979;1,1987;1,1996;1,2004;1,2012;1,2021;1,203;1,2038;1,2047;1,2055;1,2065;1,2075;1,2085;1,2095;1,2105;1,2115;1,2125;1,2136;1,2146;1,2156;1,2167;1,2177;1,2187;1,2197;1,2207;1,2217;1,2227;1,2237;1,2248;1,2258;1,2268;1,2278;1,2289;1,2299;1,2309;1,2319;1,2329;1,234;1,235;1,236;1,237;1,238;1,239;1,24;1,2411;1,2421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/09/2020;0;0;0;0;0;0;0;0;1,185;1,1858;1,1866;1,1873;1,1882;1,1891;1,19;1,1909;1,1917;1,1925;1,1933;1,1941;1,1949;1,1958;1,1966;1,1975;1,1984;1,1992;1,2001;1,201;1,2018;1,2027;1,2036;1,2045;1,2054;1,2064;1,2073;1,2083;1,2093;1,2103;1,2113;1,2123;1,2133;1,2143;1,2153;1,2163;1,2173;1,2183;1,2193;1,2203;1,2213;1,2223;1,2233;1,2243;1,2253;1,2263;1,2273;1,2283;1,2294;1,2304;1,2314;1,2324;1,2333;1,2343;1,2353;1,2363;1,2373;1,2383;1,2393;1,2403;1,2413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/09/2020;0;0;0;0;0;0;0;0;1,185;1,1858;1,1866;1,1873;1,1882;1,1891;1,19;1,1909;1,1917;1,1925;1,1933;1,1941;1,1949;1,1958;1,1966;1,1975;1,1984;1,1992;1,2001;1,201;1,2018;1,2027;1,2036;1,2045;1,2054;1,2064;1,2073;1,2083;1,2093;1,2103;1,2113;1,2123;1,2133;1,2143;1,2153;1,2163;1,2173;1,2183;1,2193;1,2203;1,2213;1,2223;1,2233;1,2243;1,2253;1,2263;1,2273;1,2283;1,2294;1,2304;1,2314;1,2324;1,2333;1,2343;1,2353;1,2363;1,2373;1,2383;1,2393;1,2403;1,2413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/09/2020;0;0;0;0;0;0;0;0;1,185;1,1858;1,1866;1,1873;1,1882;1,1891;1,19;1,1909;1,1917;1,1925;1,1933;1,1941;1,1949;1,1958;1,1966;1,1975;1,1984;1,1992;1,2001;1,201;1,2018;1,2027;1,2036;1,2045;1,2054;1,2064;1,2073;1,2083;1,2093;1,2103;1,2113;1,2123;1,2133;1,2143;1,2153;1,2163;1,2173;1,2183;1,2193;1,2203;1,2213;1,2223;1,2233;1,2243;1,2253;1,2263;1,2273;1,2283;1,2294;1,2304;1,2314;1,2324;1,2333;1,2343;1,2353;1,2363;1,2373;1,2383;1,2393;1,2403;1,2413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/09/2020;0;0;0;0;0;0;0;0;1,185;1,1858;1,1866;1,1873;1,1882;1,1891;1,19;1,1909;1,1917;1,1925;1,1933;1,1941;1,1949;1,1958;1,1966;1,1975;1,1984;1,1992;1,2001;1,201;1,2018;1,2027;1,2036;1,2045;1,2054;1,2064;1,2073;1,2083;1,2093;1,2103;1,2113;1,2123;1,2133;1,2143;1,2153;1,2163;1,2173;1,2183;1,2193;1,2203;1,2213;1,2223;1,2233;1,2243;1,2253;1,2263;1,2273;1,2283;1,2294;1,2304;1,2314;1,2324;1,2333;1,2343;1,2353;1,2363;1,2373;1,2383;1,2393;1,2403;1,2413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2020;0;0;0;0;0;0;0;0;1,1781;1,1787;1,1795;1,1803;1,1812;1,1822;1,1831;1,184;1,1848;1,1856;1,1864;1,1872;1,1881;1,1889;1,1898;1,1907;1,1915;1,1924;1,1932;1,1941;1,195;1,1959;1,1967;1,1976;1,1985;1,1996;1,2006;1,2016;1,2027;1,2038;1,2048;1,2059;1,207;1,2081;1,2091;1,2102;1,2113;1,2124;1,2134;1,2145;1,2156;1,2166;1,2177;1,2188;1,2199;1,2209;1,222;1,2231;1,2242;1,2253;1,2263;1,2274;1,2285;1,2295;1,2306;1,2317;1,2327;1,2338;1,2349;1,236;1,2371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/09/2020;0;0;0;0;0;0;0;0;1,1808;1,1814;1,1822;1,183;1,1839;1,1848;1,1857;1,1866;1,1874;1,1883;1,1891;1,1899;1,1907;1,1915;1,1924;1,1932;1,1941;1,1949;1,1958;1,1967;1,1975;1,1984;1,1993;1,2002;1,201;1,202;1,203;1,204;1,2051;1,2061;1,2071;1,2081;1,2092;1,2102;1,2112;1,2123;1,2133;1,2144;1,2154;1,2164;1,2174;1,2185;1,2195;1,2205;1,2216;1,2226;1,2236;1,2247;1,2257;1,2268;1,2278;1,2288;1,2298;1,2308;1,2319;1,2329;1,2339;1,235;1,236;1,2371;1,2381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/09/2020;0;0;0;0;0;0;0;0;1,1825;1,1831;1,1839;1,1847;1,1855;1,1864;1,1873;1,1882;1,189;1,1899;1,1906;1,1914;1,1922;1,193;1,1938;1,1947;1,1955;1,1963;1,1971;1,198;1,1989;1,1997;1,2006;1,2014;1,2023;1,2032;1,2042;1,2052;1,2062;1,2072;1,2082;1,2092;1,2102;1,2112;1,2122;1,2132;1,2142;1,2153;1,2163;1,2173;1,2183;1,2193;1,2203;1,2213;1,2223;1,2233;1,2243;1,2254;1,2264;1,2274;1,2284;1,2294;1,2304;1,2314;1,2324;1,2334;1,2344;1,2354;1,2364;1,2375;1,2385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/09/2020;0;0;0;0;0;0;0;0;1,183;1,1836;1,1844;1,1852;1,1861;1,187;1,1879;1,1887;1,1895;1,1904;1,1912;1,192;1,1928;1,1936;1,1944;1,1952;1,196;1,1969;1,1978;1,1986;1,1995;1,2003;1,2012;1,202;1,2029;1,2039;1,2049;1,2059;1,2069;1,2079;1,2089;1,21;1,211;1,212;1,2131;1,2141;1,2152;1,2162;1,2172;1,2183;1,2193;1,2203;1,2214;1,2224;1,2235;1,2245;1,2255;1,2266;1,2276;1,2287;1,2297;1,2307;1,2317;1,2328;1,2338;1,2348;1,2358;1,2369;1,2379;1,239;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/09/2020;0;0;0;0;0;0;0;0;1,183;1,1836;1,1844;1,1852;1,1861;1,187;1,1879;1,1887;1,1895;1,1904;1,1912;1,192;1,1928;1,1936;1,1944;1,1952;1,196;1,1969;1,1978;1,1986;1,1995;1,2003;1,2012;1,202;1,2029;1,2039;1,2049;1,2059;1,2069;1,2079;1,2089;1,21;1,211;1,212;1,2131;1,2141;1,2152;1,2162;1,2172;1,2183;1,2193;1,2203;1,2214;1,2224;1,2235;1,2245;1,2255;1,2266;1,2276;1,2287;1,2297;1,2307;1,2317;1,2328;1,2338;1,2348;1,2358;1,2369;1,2379;1,239;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/09/2020;0;0;0;0;0;0;0;0;1,183;1,1836;1,1844;1,1852;1,1861;1,187;1,1879;1,1887;1,1895;1,1904;1,1912;1,192;1,1928;1,1936;1,1944;1,1952;1,196;1,1969;1,1978;1,1986;1,1995;1,2003;1,2012;1,202;1,2029;1,2039;1,2049;1,2059;1,2069;1,2079;1,2089;1,21;1,211;1,212;1,2131;1,2141;1,2152;1,2162;1,2172;1,2183;1,2193;1,2203;1,2214;1,2224;1,2235;1,2245;1,2255;1,2266;1,2276;1,2287;1,2297;1,2307;1,2317;1,2328;1,2338;1,2348;1,2358;1,2369;1,2379;1,239;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
