;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV
;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX
Price Date;01/01/2020;01/02/2020;01/03/2020;01/04/2020;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023;01/05/2023;01/06/2023;01/07/2023;01/08/2023;01/09/2023;01/10/2023;01/11/2023;01/12/2023;01/01/2024;01/02/2024;01/03/2024;01/04/2024;01/05/2024;01/06/2024;01/07/2024;01/08/2024;01/09/2024;01/10/2024;01/11/2024;01/12/2024;01/01/2025;01/02/2025;01/03/2025;01/04/2025;01/05/2025;01/06/2025;01/07/2025;01/08/2025;01/09/2025;01/10/2025;01/11/2025;01/12/2025;01/01/2026;01/02/2026;01/03/2026;01/04/2026;01/05/2026;01/06/2026;01/07/2026;01/08/2026;01/09/2026;01/10/2026;01/11/2026;01/12/2026;01/01/2027;01/02/2027;01/03/2027;01/04/2027;01/05/2027;01/06/2027
04/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0971;1,0982;1,0995;1,1011;1,1032;1,1052;1,1075;1,1098;1,1121;1,1147;1,1173;1,1199;1,1222;1,1246;1,127;1,1292;1,1314;1,1337;1,1359;1,1381;1,1403;1,1425;1,1447;1,1469;1,1487;1,1505;1,1523;1,1538;1,1554;1,1569;1,1584;1,1599;1,1614;1,1629;1,1644;1,1659;1,1674;1,1689;1,1705;1,172;1,1735;1,175;1,1765;1,178;1,1795;1,181;1,1825;1,184;1,1855;1,187;1,1885;1,19;1,1915;1,1931;1,1946;1,1961;1,1976;1,1991;1,2006;1,202;0;0;0
05/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0904;1,0913;1,0927;1,0943;1,0964;1,0984;1,1007;1,1031;1,1054;1,108;1,1106;1,1132;1,1157;1,1181;1,1206;1,1227;1,1248;1,1269;1,129;1,1312;1,1333;1,1355;1,1377;1,1398;1,1417;1,1435;1,1453;1,1469;1,1485;1,1501;1,1516;1,1532;1,1548;1,1563;1,1579;1,1594;1,161;1,1626;1,1642;1,1657;1,1673;1,1689;1,1704;1,172;1,1736;1,1751;1,1767;1,1782;1,1798;1,1814;1,183;1,1845;1,1861;1,1877;1,1892;1,1908;1,1924;1,1939;1,1955;1,197;0;0;0
06/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0899;1,0909;1,0922;1,0939;1,096;1,098;1,1004;1,1027;1,1051;1,1077;1,1103;1,1128;1,1152;1,1176;1,12;1,1222;1,1243;1,1265;1,1287;1,1308;1,1329;1,1351;1,1373;1,1394;1,1412;1,143;1,1448;1,1464;1,148;1,1496;1,1511;1,1527;1,1542;1,1558;1,1573;1,1588;1,1604;1,1619;1,1635;1,1651;1,1666;1,1682;1,1697;1,1713;1,1728;1,1744;1,1759;1,1774;1,179;1,1806;1,1821;1,1837;1,1853;1,1868;1,1884;1,1899;1,1915;1,193;1,1946;1,1961;0;0;0
07/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0879;1,0888;1,0901;1,0918;1,0938;1,0959;1,0982;1,1005;1,1028;1,1054;1,108;1,1106;1,1129;1,1152;1,1175;1,1196;1,1217;1,1238;1,1259;1,1279;1,13;1,1321;1,1342;1,1362;1,138;1,1398;1,1416;1,1431;1,1447;1,1463;1,1478;1,1494;1,1509;1,1525;1,154;1,1555;1,1571;1,1586;1,1602;1,1618;1,1633;1,1649;1,1664;1,168;1,1695;1,171;1,1726;1,1741;1,1756;1,1772;1,1787;1,1803;1,1819;1,1834;1,185;1,1865;1,188;1,1896;1,1911;1,1926;0;0;0
08/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0883;1,0892;1,0905;1,0917;1,0938;1,096;1,0984;1,1008;1,1031;1,1057;1,1083;1,1108;1,1134;1,116;1,1185;1,1203;1,1222;1,124;1,126;1,1279;1,1299;1,1319;1,1339;1,136;1,1377;1,1395;1,1413;1,1429;1,1445;1,1461;1,1477;1,1493;1,1508;1,1524;1,1539;1,1555;1,1571;1,1586;1,1602;1,1618;1,1634;1,165;1,1665;1,1681;1,1697;1,1712;1,1728;1,1743;1,1759;1,1775;1,1791;1,1807;1,1822;1,1838;1,1854;1,187;1,1885;1,1901;1,1917;1,1932;0;0;0
09/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0883;1,0892;1,0905;1,0917;1,0938;1,096;1,0984;1,1008;1,1031;1,1057;1,1083;1,1108;1,1134;1,116;1,1185;1,1203;1,1222;1,124;1,126;1,1279;1,1299;1,1319;1,1339;1,136;1,1377;1,1395;1,1413;1,1429;1,1445;1,1461;1,1477;1,1493;1,1508;1,1524;1,1539;1,1555;1,1571;1,1586;1,1602;1,1618;1,1634;1,165;1,1665;1,1681;1,1697;1,1712;1,1728;1,1743;1,1759;1,1775;1,1791;1,1807;1,1822;1,1838;1,1854;1,187;1,1885;1,1901;1,1917;1,1932;0;0;0
10/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0883;1,0892;1,0905;1,0917;1,0938;1,096;1,0984;1,1008;1,1031;1,1057;1,1083;1,1108;1,1134;1,116;1,1185;1,1203;1,1222;1,124;1,126;1,1279;1,1299;1,1319;1,1339;1,136;1,1377;1,1395;1,1413;1,1429;1,1445;1,1461;1,1477;1,1493;1,1508;1,1524;1,1539;1,1555;1,1571;1,1586;1,1602;1,1618;1,1634;1,165;1,1665;1,1681;1,1697;1,1712;1,1728;1,1743;1,1759;1,1775;1,1791;1,1807;1,1822;1,1838;1,1854;1,187;1,1885;1,1901;1,1917;1,1932;0;0;0
11/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,089;1,0898;1,0911;1,0925;1,0946;1,0966;1,099;1,1013;1,1037;1,1062;1,1087;1,1112;1,1135;1,1158;1,1181;1,12;1,122;1,1239;1,1259;1,1279;1,1298;1,1318;1,1338;1,1358;1,1375;1,1393;1,141;1,1426;1,1442;1,1458;1,1473;1,1489;1,1504;1,1519;1,1535;1,155;1,1565;1,1581;1,1596;1,1612;1,1628;1,1643;1,1659;1,1674;1,1689;1,1705;1,172;1,1735;1,1751;1,1766;1,1782;1,1798;1,1813;1,1829;1,1844;1,186;1,1875;1,189;1,1906;1,1921;0;0;0
12/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0829;1,0836;1,0849;1,0865;1,0885;1,0905;1,0928;1,095;1,0972;1,0997;1,1022;1,1046;1,1068;1,109;1,1112;1,1131;1,115;1,1169;1,1188;1,1206;1,1225;1,1244;1,1263;1,1282;1,1298;1,1315;1,1331;1,1346;1,136;1,1375;1,1389;1,1404;1,1418;1,1432;1,1446;1,146;1,1474;1,1489;1,1503;1,1517;1,1532;1,1546;1,156;1,1575;1,1589;1,1603;1,1617;1,1631;1,1645;1,166;1,1674;1,1688;1,1703;1,1717;1,1731;1,1746;1,176;1,1774;1,1788;1,1802;0;0;0
13/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0884;1,0891;1,0904;1,092;1,0939;1,0959;1,0981;1,1004;1,1026;1,105;1,1074;1,1099;1,1121;1,1143;1,1165;1,1183;1,1202;1,1221;1,1239;1,1258;1,1276;1,1295;1,1314;1,1333;1,135;1,1366;1,1383;1,1398;1,1413;1,1427;1,1442;1,1456;1,147;1,1485;1,1499;1,1513;1,1528;1,1542;1,1557;1,1572;1,1586;1,1601;1,1615;1,163;1,1644;1,1658;1,1672;1,1686;1,1701;1,1716;1,173;1,1745;1,1759;1,1774;1,1788;1,1803;1,1817;1,1831;1,1845;1,186;0;0;0
14/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,083;1,0836;1,0848;1,0865;1,0885;1,0905;1,0928;1,095;1,0973;1,0998;1,1023;1,1048;1,1071;1,1094;1,1116;1,1136;1,1156;1,1176;1,1196;1,1216;1,1236;1,1256;1,1276;1,1295;1,1313;1,133;1,1348;1,1363;1,1378;1,1393;1,1407;1,1422;1,1436;1,145;1,1465;1,1479;1,1494;1,1508;1,1523;1,1537;1,1552;1,1567;1,1581;1,1596;1,161;1,1625;1,1639;1,1653;1,1668;1,1682;1,1697;1,1712;1,1726;1,1741;1,1755;1,177;1,1784;1,1799;1,1813;1,1827;0;0;0
15/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,083;1,0836;1,0848;1,0865;1,0885;1,0905;1,0928;1,095;1,0973;1,0998;1,1023;1,1048;1,1071;1,1094;1,1116;1,1136;1,1156;1,1176;1,1196;1,1216;1,1236;1,1256;1,1276;1,1295;1,1313;1,133;1,1348;1,1363;1,1378;1,1393;1,1407;1,1422;1,1436;1,145;1,1465;1,1479;1,1494;1,1508;1,1523;1,1537;1,1552;1,1567;1,1581;1,1596;1,161;1,1625;1,1639;1,1653;1,1668;1,1682;1,1697;1,1712;1,1726;1,1741;1,1755;1,177;1,1784;1,1799;1,1813;1,1827;0;0;0
16/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,083;1,0836;1,0848;1,0865;1,0885;1,0905;1,0928;1,095;1,0973;1,0998;1,1023;1,1048;1,1071;1,1094;1,1116;1,1136;1,1156;1,1176;1,1196;1,1216;1,1236;1,1256;1,1276;1,1295;1,1313;1,133;1,1348;1,1363;1,1378;1,1393;1,1407;1,1422;1,1436;1,145;1,1465;1,1479;1,1494;1,1508;1,1523;1,1537;1,1552;1,1567;1,1581;1,1596;1,161;1,1625;1,1639;1,1653;1,1668;1,1682;1,1697;1,1712;1,1726;1,1741;1,1755;1,177;1,1784;1,1799;1,1813;1,1827;0;0;0
17/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,083;1,0836;1,0848;1,0865;1,0885;1,0905;1,0928;1,095;1,0973;1,0998;1,1023;1,1048;1,1071;1,1094;1,1116;1,1136;1,1156;1,1176;1,1196;1,1216;1,1236;1,1256;1,1276;1,1295;1,1313;1,133;1,1348;1,1363;1,1378;1,1393;1,1407;1,1422;1,1436;1,145;1,1465;1,1479;1,1494;1,1508;1,1523;1,1537;1,1552;1,1567;1,1581;1,1596;1,161;1,1625;1,1639;1,1653;1,1668;1,1682;1,1697;1,1712;1,1726;1,1741;1,1755;1,177;1,1784;1,1799;1,1813;1,1827;0;0;0
18/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0802;1,0799;1,0803;1,082;1,0839;1,086;1,0883;1,0906;1,0928;1,0953;1,0978;1,1003;1,1025;1,1048;1,107;1,1091;1,1112;1,1133;1,1153;1,1173;1,1193;1,1214;1,1234;1,1254;1,1272;1,1289;1,1307;1,1322;1,1338;1,1353;1,1367;1,1382;1,1397;1,1411;1,1426;1,1441;1,1456;1,147;1,1485;1,15;1,1515;1,153;1,1545;1,156;1,1574;1,1589;1,1603;1,1618;1,1633;1,1648;1,1663;1,1678;1,1692;1,1707;1,1722;1,1737;1,1752;1,1766;1,1781;1,1795;0;0;0
19/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0787;1,0793;1,0808;1,0825;1,0845;1,0866;1,0889;1,0913;1,0937;1,0962;1,0988;1,1014;1,1038;1,1063;1,1087;1,1108;1,1128;1,1148;1,1169;1,119;1,1211;1,1232;1,1253;1,1274;1,1292;1,1311;1,1329;1,1345;1,1361;1,1377;1,1392;1,1408;1,1423;1,1438;1,1454;1,1469;1,1484;1,15;1,1515;1,1531;1,1546;1,1562;1,1577;1,1593;1,1608;1,1624;1,1639;1,1654;1,1669;1,1685;1,17;1,1716;1,1732;1,1747;1,1763;1,1778;1,1793;1,1809;1,1824;1,1839;0;0;0
20/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0839;1,0845;1,0859;1,0876;1,0896;1,0917;1,0941;1,0964;1,0988;1,1014;1,1041;1,1067;1,1092;1,1117;1,1142;1,1164;1,1185;1,1207;1,1228;1,125;1,1271;1,1293;1,1315;1,1337;1,1356;1,1374;1,1393;1,1409;1,1425;1,1441;1,1457;1,1472;1,1488;1,1503;1,1518;1,1534;1,1549;1,1565;1,1581;1,1597;1,1612;1,1628;1,1643;1,1659;1,1674;1,169;1,1705;1,1721;1,1736;1,1752;1,1768;1,1784;1,1799;1,1815;1,183;1,1846;1,1861;1,1877;1,1892;1,1907;0;0;0
21/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0836;1,0841;1,0855;1,0872;1,0892;1,0913;1,0937;1,096;1,0984;1,101;1,1035;1,1061;1,1086;1,1111;1,1136;1,1156;1,1176;1,1197;1,1218;1,1239;1,126;1,1281;1,1302;1,1324;1,1343;1,1362;1,1381;1,1398;1,1414;1,1431;1,1447;1,1463;1,148;1,1496;1,1512;1,1528;1,1544;1,1561;1,1577;1,1593;1,161;1,1626;1,1642;1,1659;1,1675;1,1691;1,1707;1,1723;1,1739;1,1756;1,1772;1,1789;1,1805;1,1822;1,1838;1,1854;1,187;1,1886;1,1902;1,1918;0;0;0
22/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0784;1,0788;1,0802;1,082;1,084;1,0862;1,0885;1,0909;1,0933;1,0959;1,0984;1,101;1,1034;1,1058;1,1082;1,1102;1,1121;1,114;1,116;1,118;1,1199;1,1219;1,124;1,126;1,1278;1,1296;1,1314;1,1331;1,1347;1,1364;1,1379;1,1395;1,1411;1,1427;1,1442;1,1458;1,1474;1,149;1,1506;1,1522;1,1538;1,1554;1,157;1,1586;1,1602;1,1617;1,1633;1,1649;1,1665;1,1681;1,1697;1,1713;1,1729;1,1745;1,1761;1,1777;1,1793;1,1808;1,1824;1,184;0;0;0
23/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0784;1,0788;1,0802;1,082;1,084;1,0862;1,0885;1,0909;1,0933;1,0959;1,0984;1,101;1,1034;1,1058;1,1082;1,1102;1,1121;1,114;1,116;1,118;1,1199;1,1219;1,124;1,126;1,1278;1,1296;1,1314;1,1331;1,1347;1,1364;1,1379;1,1395;1,1411;1,1427;1,1442;1,1458;1,1474;1,149;1,1506;1,1522;1,1538;1,1554;1,157;1,1586;1,1602;1,1617;1,1633;1,1649;1,1665;1,1681;1,1697;1,1713;1,1729;1,1745;1,1761;1,1777;1,1793;1,1808;1,1824;1,184;0;0;0
24/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0784;1,0788;1,0802;1,082;1,084;1,0862;1,0885;1,0909;1,0933;1,0959;1,0984;1,101;1,1034;1,1058;1,1082;1,1102;1,1121;1,114;1,116;1,118;1,1199;1,1219;1,124;1,126;1,1278;1,1296;1,1314;1,1331;1,1347;1,1364;1,1379;1,1395;1,1411;1,1427;1,1442;1,1458;1,1474;1,149;1,1506;1,1522;1,1538;1,1554;1,157;1,1586;1,1602;1,1617;1,1633;1,1649;1,1665;1,1681;1,1697;1,1713;1,1729;1,1745;1,1761;1,1777;1,1793;1,1808;1,1824;1,184;0;0;0
25/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0709;1,0712;1,0726;1,0743;1,0763;1,0785;1,0809;1,0833;1,0857;1,0882;1,0907;1,0932;1,0956;1,098;1,1004;1,1022;1,1041;1,1059;1,1078;1,1097;1,1117;1,1136;1,1156;1,1175;1,1193;1,121;1,1228;1,1243;1,1259;1,1274;1,1289;1,1304;1,1318;1,1333;1,1348;1,1362;1,1377;1,1392;1,1407;1,1422;1,1437;1,1452;1,1466;1,1481;1,1496;1,151;1,1525;1,154;1,1555;1,1569;1,1584;1,1599;1,1614;1,1629;1,1644;1,1659;1,1673;1,1688;1,1703;1,1717;0;0;0
26/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0644;1,0647;1,0661;1,0678;1,0698;1,072;1,0743;1,0767;1,079;1,0815;1,084;1,0865;1,0888;1,0912;1,0935;1,0953;1,0972;1,099;1,1009;1,1028;1,1047;1,1066;1,1086;1,1105;1,1122;1,114;1,1157;1,1172;1,1188;1,1203;1,1217;1,1232;1,1247;1,1261;1,1276;1,1291;1,1306;1,132;1,1335;1,135;1,1365;1,138;1,1394;1,1409;1,1424;1,1438;1,1453;1,1467;1,1482;1,1497;1,1512;1,1527;1,1542;1,1557;1,1571;1,1586;1,1601;1,1615;1,163;1,1644;0;0;0
27/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,056;1,0562;1,0576;1,0593;1,0612;1,0633;1,0657;1,0681;1,0704;1,0729;1,0754;1,0779;1,0802;1,0825;1,0848;1,0867;1,0886;1,0905;1,0925;1,0944;1,0964;1,0984;1,1003;1,1023;1,1041;1,1059;1,1077;1,1093;1,1109;1,1124;1,114;1,1155;1,117;1,1185;1,12;1,1215;1,1231;1,1246;1,1261;1,1277;1,1292;1,1308;1,1323;1,1338;1,1353;1,1369;1,1384;1,1399;1,1414;1,143;1,1445;1,146;1,1476;1,1491;1,1507;1,1522;1,1537;1,1552;1,1567;1,1582;0;0;0
28/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0503;1,0505;1,0519;1,0536;1,0555;1,0577;1,06;1,0624;1,0647;1,0672;1,0697;1,0722;1,0745;1,0768;1,0791;1,081;1,0829;1,0847;1,0867;1,0886;1,0905;1,0925;1,0944;1,0964;1,0982;1,1;1,1018;1,1034;1,105;1,1066;1,1082;1,1098;1,1113;1,1129;1,1144;1,1159;1,1175;1,1191;1,1206;1,1222;1,1238;1,1254;1,1269;1,1285;1,13;1,1316;1,1331;1,1346;1,1362;1,1378;1,1394;1,1409;1,1425;1,1441;1,1456;1,1472;1,1487;1,1503;1,1518;1,1534;0;0;0
29/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0568;1,0569;1,0583;1,0601;1,062;1,0642;1,0666;1,069;1,0714;1,0739;1,0764;1,0789;1,0813;1,0837;1,0861;1,088;1,0899;1,0918;1,0937;1,0956;1,0976;1,0995;1,1015;1,1034;1,1052;1,107;1,1088;1,1104;1,112;1,1136;1,1151;1,1167;1,1182;1,1197;1,1212;1,1227;1,1243;1,1258;1,1274;1,1289;1,1304;1,132;1,1335;1,1351;1,1366;1,1381;1,1396;1,1411;1,1427;1,1442;1,1458;1,1473;1,1489;1,1504;1,152;1,1535;1,155;1,1565;1,158;1,1595;0;0;0
30/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0568;1,0569;1,0583;1,0601;1,062;1,0642;1,0666;1,069;1,0714;1,0739;1,0764;1,0789;1,0813;1,0837;1,0861;1,088;1,0899;1,0918;1,0937;1,0956;1,0976;1,0995;1,1015;1,1034;1,1052;1,107;1,1088;1,1104;1,112;1,1136;1,1151;1,1167;1,1182;1,1197;1,1212;1,1227;1,1243;1,1258;1,1274;1,1289;1,1304;1,132;1,1335;1,1351;1,1366;1,1381;1,1396;1,1411;1,1427;1,1442;1,1458;1,1473;1,1489;1,1504;1,152;1,1535;1,155;1,1565;1,158;1,1595;0;0;0
01/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0569;1,0583;1,0601;1,062;1,0642;1,0666;1,069;1,0714;1,0739;1,0764;1,0789;1,0813;1,0837;1,0861;1,088;1,0899;1,0918;1,0937;1,0956;1,0976;1,0995;1,1015;1,1034;1,1052;1,107;1,1088;1,1104;1,112;1,1136;1,1151;1,1167;1,1182;1,1197;1,1212;1,1227;1,1243;1,1258;1,1274;1,1289;1,1304;1,132;1,1335;1,1351;1,1366;1,1381;1,1396;1,1411;1,1427;1,1442;1,1458;1,1473;1,1489;1,1504;1,152;1,1535;1,155;1,1565;1,158;1,1595;0;0;0
02/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0492;1,0505;1,0522;1,0542;1,0563;1,0587;1,061;1,0634;1,0659;1,0684;1,0709;1,0733;1,0757;1,078;1,08;1,082;1,084;1,086;1,088;1,09;1,092;1,094;1,0961;1,098;1,0998;1,1017;1,1034;1,105;1,1066;1,1082;1,1098;1,1114;1,1129;1,1145;1,1161;1,1177;1,1193;1,1209;1,1225;1,1241;1,1257;1,1272;1,1288;1,1304;1,1319;1,1335;1,1351;1,1367;1,1383;1,1399;1,1415;1,1431;1,1447;1,1463;1,1478;1,1494;1,151;1,1525;1,1541;0;0;0
03/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0525;1,0539;1,0556;1,0576;1,0598;1,0622;1,0646;1,067;1,0695;1,0721;1,0746;1,077;1,0795;1,0819;1,0837;1,0855;1,0874;1,0893;1,0912;1,0931;1,095;1,097;1,0989;1,1007;1,1025;1,1043;1,1059;1,1075;1,1091;1,1107;1,1122;1,1137;1,1153;1,1168;1,1183;1,1199;1,1214;1,123;1,1245;1,1261;1,1276;1,1292;1,1307;1,1323;1,1338;1,1353;1,1368;1,1384;1,14;1,1415;1,1431;1,1446;1,1462;1,1477;1,1493;1,1508;1,1523;1,1539;1,1554;0;0;0
04/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0617;1,063;1,0647;1,0667;1,0688;1,0714;1,0739;1,0764;1,0791;1,0817;1,0843;1,0867;1,089;1,0914;1,0935;1,0956;1,0977;1,0997;1,1018;1,1038;1,1058;1,1078;1,1099;1,1117;1,1136;1,1155;1,1171;1,1188;1,1205;1,122;1,1236;1,1252;1,1268;1,1284;1,13;1,1316;1,1332;1,1348;1,1364;1,138;1,1396;1,1412;1,1428;1,1444;1,146;1,1476;1,1492;1,1508;1,1524;1,154;1,1556;1,1572;1,1588;1,1604;1,162;1,1636;1,1652;1,1667;1,1683;0;0;0
05/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0514;1,0526;1,0543;1,0562;1,0583;1,0606;1,063;1,0653;1,0678;1,0704;1,073;1,0754;1,0778;1,0801;1,0821;1,0841;1,0861;1,088;1,09;1,0919;1,0939;1,0959;1,0978;1,0997;1,1016;1,1035;1,1052;1,1069;1,1085;1,1102;1,1118;1,1134;1,115;1,1166;1,1182;1,1199;1,1215;1,1232;1,1248;1,1265;1,1281;1,1298;1,1314;1,133;1,1346;1,1362;1,1378;1,1395;1,1411;1,1428;1,1444;1,1461;1,1478;1,1494;1,151;1,1526;1,1542;1,1558;1,1574;0;0;0
06/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0546;1,0558;1,0574;1,0593;1,0613;1,0636;1,0659;1,0682;1,0707;1,0731;1,0756;1,0779;1,0802;1,0826;1,0843;1,0861;1,0878;1,0896;1,0914;1,0932;1,0951;1,0969;1,0987;1,1005;1,1022;1,104;1,1056;1,1072;1,1087;1,1103;1,1118;1,1134;1,1149;1,1164;1,118;1,1195;1,1211;1,1226;1,1242;1,1258;1,1273;1,1289;1,1304;1,132;1,1335;1,1351;1,1366;1,1381;1,1397;1,1412;1,1428;1,1444;1,1459;1,1475;1,149;1,1506;1,1521;1,1536;1,1551;0;0;0
07/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0546;1,0558;1,0574;1,0593;1,0613;1,0636;1,0659;1,0682;1,0707;1,0731;1,0756;1,0779;1,0802;1,0826;1,0843;1,0861;1,0878;1,0896;1,0914;1,0932;1,0951;1,0969;1,0987;1,1005;1,1022;1,104;1,1056;1,1072;1,1087;1,1103;1,1118;1,1134;1,1149;1,1164;1,118;1,1195;1,1211;1,1226;1,1242;1,1258;1,1273;1,1289;1,1304;1,132;1,1335;1,1351;1,1366;1,1381;1,1397;1,1412;1,1428;1,1444;1,1459;1,1475;1,149;1,1506;1,1521;1,1536;1,1551;0;0;0
08/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0546;1,0558;1,0574;1,0593;1,0613;1,0636;1,0659;1,0682;1,0707;1,0731;1,0756;1,0779;1,0802;1,0826;1,0843;1,0861;1,0878;1,0896;1,0914;1,0932;1,0951;1,0969;1,0987;1,1005;1,1022;1,104;1,1056;1,1072;1,1087;1,1103;1,1118;1,1134;1,1149;1,1164;1,118;1,1195;1,1211;1,1226;1,1242;1,1258;1,1273;1,1289;1,1304;1,132;1,1335;1,1351;1,1366;1,1381;1,1397;1,1412;1,1428;1,1444;1,1459;1,1475;1,149;1,1506;1,1521;1,1536;1,1551;0;0;0
